,name,id,gender,modularity,degree,bridge,start,end,congregation,duration
2579,Samuel Watson,2579,male,11,29,false,1994.0,2018.0,shear,24.0
1717,L. Diane Barnes,1717,unknown,23,28,false,1998.0,2022.0,shear,24.0
396,Catherine Allgor,396,female,0,30,false,1997.0,2021.0,shear,24.0
482,Christopher Grasso,482,male,24,17,false,1996.0,2020.0,shear,24.0
2811,Thavolia Glymph,2811,female,26,22,false,1997.0,2021.0,shear,24.0
1425,John Sensbach,1425,male,24,8,false,1998.0,2022.0,shear,24.0
135,Andrew Shankman,135,male,61,42,false,1998.0,2022.0,shear,24.0
1329,Johann Neem,1329,male,11,49,false,1999.0,2022.0,shear,23.0
2276,Patrick Rael,2276,male,16,14,false,1998.0,2021.0,shear,23.0
2868,Toby Ditz,2868,male,21,20,false,1996.0,2019.0,shear,23.0
1877,Marc Harris,1877,male,11,16,false,1985.0,2008.0,shear,23.0
1160,James Roger Sharp,1160,male,11,25,false,1987.0,2010.0,shear,23.0
2865,Timothy Roberts,2865,male,11,14,false,1997.0,2020.0,shear,23.0
781,Eileen Ka-May Cheng,781,female,16,7,false,1999.0,2022.0,shear,23.0
2275,Patrick Lee Lucas,2275,male,23,11,male_bridge,1999.0,2022.0,shear,23.0
2248,Norma Basch,2248,female,2,28,false,1983.0,2006.0,shear,23.0
1575,Kariann Yokota,1575,female,11,28,false,1999.0,2022.0,shear,23.0
1331,Johanna N. Shields,1331,female,23,17,false,1983.0,2006.0,shear,23.0
798,Elizabeth Blackmar,798,female,19,10,false,1994.0,2017.0,shear,23.0
769,Edward E. Baptist,769,male,5,11,false,1998.0,2021.0,shear,23.0
1733,Laura Edwards,1733,female,2,11,false,1999.0,2022.0,shear,23.0
1323,Joanne Melish,1323,female,35,8,false,1999.0,2022.0,shear,23.0
505,Clarence Walker,505,male,26,18,false,1997.0,2020.0,shear,23.0
2705,Stephen A. Marini,2705,male,27,25,false,1991.0,2014.0,shear,23.0
2723,Stephen Mihm,2723,male,11,36,false,1999.0,2022.0,shear,23.0
2490,Robert Mccolley,2490,male,27,29,false,1985.0,2008.0,shear,23.0
2024,Matthew Schoenbachler,2024,male,11,12,false,1999.0,2022.0,shear,23.0
2965,William J. Rorabaugh,2965,male,11,23,false,1984.0,2007.0,shear,23.0
653,David Nichols,653,male,15,21,male_bridge,1999.0,2022.0,shear,23.0
652,David N. Gellman,652,male,20,27,false,1999.0,2022.0,shear,23.0
1408,John P. Kaminiski,1408,male,23,5,false,1991.0,2014.0,shear,23.0
975,Gordon Wood,975,male,23,12,false,1986.0,2009.0,shear,23.0
1056,Honor Sachs,1056,female,32,38,false,1999.0,2022.0,shear,23.0
2966,William Kerrigan,2966,male,6,18,false,1997.0,2020.0,shear,23.0
381,Carolyn Eastman,381,female,2,32,false,1999.0,2022.0,shear,23.0
2494,Robert P. Forbes,2494,male,11,42,male_bridge,1995.0,2018.0,shear,23.0
2471,Robert F. Jones,2471,male,23,40,false,1981.0,2004.0,shear,23.0
485,Christopher J. Young,485,male,48,15,false,1997.0,2020.0,shear,23.0
1503,Joshua Greenberg,1503,male,11,29,false,1999.0,2022.0,shear,23.0
1029,Heather Nathans,1029,female,21,17,false,1998.0,2021.0,shear,23.0
2570,Sally G. Mcmillen,2570,female,11,8,false,1993.0,2016.0,shear,23.0
2211,Nicholas Guyatt,2211,male,11,7,false,2000.0,2022.0,shear,22.0
497,Christopher Waldrep,497,male,11,18,false,1992.0,2014.0,shear,22.0
26,Adam Rothman,26,male,19,22,false,1998.0,2020.0,shear,22.0
134,Andrew Schocket,134,male,59,24,false,2000.0,2022.0,shear,22.0
1773,Leon Jackson,1773,male,48,9,false,1995.0,2017.0,shear,22.0
1784,Leslie Patrick,1784,female,48,14,false,1997.0,2019.0,shear,22.0
151,Ann Fabian,151,female,48,53,female_bridge,2000.0,2022.0,shear,22.0
1,A. Glenn Crothers,1,male,6,21,false,1997.0,2019.0,shear,22.0
1042,Herbert Sloan,1042,male,21,40,false,1991.0,2013.0,shear,22.0
1776,Leonard Sadosky,1776,male,26,23,male_bridge,1999.0,2021.0,shear,22.0
2263,Patricia Cline Cohen,2263,female,27,38,false,2000.0,2022.0,shear,22.0
2856,Timothy J. Shannon,2856,male,23,6,false,1989.0,2011.0,shear,22.0
2633,Scott Hancock,2633,male,36,14,false,1998.0,2020.0,shear,22.0
1838,Lorri Glover,1838,female,21,29,false,2000.0,2022.0,shear,22.0
166,Anne Boylan,166,female,27,20,female_bridge,1992.0,2014.0,shear,22.0
1476,Jorge Cañizares Esguerra,1476,male,36,9,false,2000.0,2022.0,shear,22.0
2093,Michael Gagnon,2093,male,11,7,false,1996.0,2018.0,shear,22.0
1941,Mark R. Cheathem,1941,male,11,30,false,2000.0,2022.0,shear,22.0
445,Chris Beneke,445,male,27,17,false,2000.0,2022.0,shear,22.0
343,C. Edward Skeen,343,male,23,20,false,1983.0,2005.0,shear,22.0
2145,Mitchell Snay,2145,male,11,20,false,1992.0,2014.0,shear,22.0
2143,Mitch Kachun,2143,male,6,16,false,2000.0,2022.0,shear,22.0
1115,James Brewer Stewart,1115,male,16,46,false,1997.0,2019.0,shear,22.0
1371,John Fea,1371,male,11,7,false,2001.0,2022.0,shear,21.0
1324,Joanne Pope Melish,1324,female,55,36,female_bridge,2001.0,2022.0,shear,21.0
2256,Owen S. Ireland,2256,male,21,12,false,1983.0,2004.0,shear,21.0
2213,Nicholas Marshall,2213,male,24,22,false,1999.0,2020.0,shear,21.0
767,Edward Countryman,767,male,0,13,false,2000.0,2021.0,shear,21.0
254,Beth A. Salerno,254,female,5,14,false,1998.0,2019.0,shear,21.0
709,Dickson D. Bruce,709,male,27,26,male_bridge,1993.0,2014.0,shear,21.0
800,Elizabeth Clapp,800,female,27,10,false,2001.0,2022.0,shear,21.0
1111,James B. Stewart,1111,male,27,38,male_bridge,1985.0,2006.0,shear,21.0
2465,Robert E. Cray,2465,male,2,20,false,1989.0,2010.0,shear,21.0
1568,Karen Halttunen,1568,female,16,7,false,1988.0,2009.0,shear,21.0
945,Gene A. Smith,945,male,11,28,false,1996.0,2017.0,shear,21.0
869,Erik R. Seeman,869,male,15,20,false,2001.0,2022.0,shear,21.0
1540,Julie Roy Jeffrey,1540,female,16,12,false,1990.0,2011.0,shear,21.0
914,Frank Towers,914,male,19,36,male_bridge,2001.0,2022.0,shear,21.0
63,Alexis Mccrossen,63,male,2,19,false,1997.0,2018.0,shear,21.0
1223,Jeanne Boydston,1223,female,20,13,false,1990.0,2011.0,shear,21.0
2476,Robert H. Churchill,2476,male,26,14,false,1999.0,2020.0,shear,21.0
2559,Ruth Wallis Herndon,2559,female,2,9,false,2001.0,2022.0,shear,21.0
2310,Peter A. Coclanis,2310,male,59,16,male_bridge,1993.0,2014.0,shear,21.0
568,Daniel Crofts,568,male,19,7,false,1990.0,2010.0,shear,20.0
320,Bruce Dain,320,male,0,11,false,1997.0,2017.0,shear,20.0
1976,Mary Cathryn Cain,1976,female,35,9,false,2002.0,2022.0,shear,20.0
2154,Monique Bourque,2154,female,48,18,false,1995.0,2015.0,shear,20.0
297,Brian Luskey,297,male,11,26,false,2002.0,2022.0,shear,20.0
194,April R. Haynes,194,female,15,22,false,2002.0,2022.0,shear,20.0
2779,Suzanne Cooper Guasco,2779,female,24,19,false,2000.0,2020.0,shear,20.0
1620,Kathryn Tomasek,1620,female,16,29,false,1999.0,2019.0,shear,20.0
1675,Kevin Gannon,1675,male,27,16,false,1999.0,2019.0,shear,20.0
2428,Richard J.M. Blackett,2428,male,16,10,false,2002.0,2022.0,shear,20.0
1840,Louis Masur,1840,male,20,7,false,1986.0,2006.0,shear,20.0
2344,Philipp Ziesche,2344,male,11,15,false,2002.0,2022.0,shear,20.0
733,Doron Ben-Atar,733,male,61,32,false,1989.0,2009.0,shear,20.0
1194,Janet Coryell,1194,female,16,13,false,1996.0,2016.0,shear,20.0
2286,Paul Erickson,2286,male,16,31,false,2002.0,2022.0,shear,20.0
1879,Marc W. Kruman,1879,male,11,9,false,1988.0,2008.0,shear,20.0
1276,Jennifer Spear,1276,female,24,15,female_bridge,2002.0,2022.0,shear,20.0
1960,Martin Hershock,1960,male,6,12,false,2000.0,2020.0,shear,20.0
770,Edward Gray,770,male,21,14,false,1999.0,2019.0,shear,20.0
614,David Bell,614,male,61,8,false,1997.0,2017.0,shear,20.0
2826,Thomas Carney,2826,male,23,8,false,1998.0,2018.0,shear,20.0
635,David Holland,635,male,2,10,false,2000.0,2020.0,shear,20.0
1399,John Majewski,1399,male,11,11,false,2002.0,2022.0,shear,20.0
499,Cindy R. Lobel,499,female,27,8,false,2000.0,2020.0,shear,20.0
824,Ellen Hartigan-O'connor,824,female,59,18,false,2002.0,2022.0,shear,20.0
303,Brian Schoen,303,male,11,29,false,2002.0,2022.0,shear,20.0
1772,Leo Hirrel,1772,male,27,11,false,1990.0,2010.0,shear,20.0
118,Andrew Burstein,118,male,21,26,false,1993.0,2013.0,shear,20.0
1994,Mary Saracino Zboray,1994,female,16,10,false,1997.0,2016.0,shear,19.0
192,Anya Jabour,192,female,17,13,false,1993.0,2012.0,shear,19.0
2458,Robert Bonner,2458,male,11,6,false,1998.0,2017.0,shear,19.0
1782,Leslie M. Harris,1782,female,19,18,false,2001.0,2020.0,shear,19.0
1953,Martha Hodes,1953,female,27,12,false,1994.0,2013.0,shear,19.0
2518,Rodney Hessinger,2518,male,15,31,false,2003.0,2022.0,shear,19.0
1942,Mark S. Schantz,1942,male,27,8,false,1987.0,2006.0,shear,19.0
2918,Walter Johnson,2918,male,2,18,false,1999.0,2018.0,shear,19.0
2535,Ronald J. Zboray,2535,male,16,18,false,1997.0,2016.0,shear,19.0
1114,James Bratt,1114,male,27,10,false,2003.0,2022.0,shear,19.0
1220,Jean R. Soderlund,1220,male,27,12,false,1988.0,2007.0,shear,19.0
1501,Joshua Brown,1501,male,11,9,false,2003.0,2022.0,shear,19.0
1907,Marilyn H. Pettit,1907,female,16,9,female_bridge,1987.0,2006.0,shear,19.0
2430,Richard Leffler,2430,male,23,7,false,1991.0,2010.0,shear,19.0
2759,Susan H. Perdue,2759,female,23,9,false,2003.0,2022.0,shear,19.0
327,Bruce Levine,327,male,11,7,false,1995.0,2014.0,shear,19.0
906,François Furstenberg,906,male,35,15,false,1999.0,2018.0,shear,19.0
2671,Sheila Skemp,2671,female,16,15,false,2001.0,2020.0,shear,19.0
1165,James Simeone,1165,male,27,14,false,1999.0,2018.0,shear,19.0
2906,W. J. Rorabaugh,2906,male,24,10,male_bridge,1996.0,2015.0,shear,19.0
1683,Kim Gruenwald,1683,female,15,7,false,1995.0,2014.0,shear,19.0
2534,Ronald Hoffman,2534,male,27,12,false,1987.0,2006.0,shear,19.0
1189,Jane Kamensky,1189,female,45,46,false,2003.0,2022.0,shear,19.0
1319,Joanna B. Gillespie,1319,female,27,9,false,1987.0,2006.0,shear,19.0
360,Carl J. Guarneri,360,male,16,12,false,1997.0,2015.0,shear,18.0
666,David T. Konig,666,male,6,11,male_bridge,1996.0,2014.0,shear,18.0
1452,Jonathan Den Hartog,1452,male,0,14,false,2004.0,2022.0,shear,18.0
1760,Lawrence S. Kaplan,1760,male,11,21,false,1985.0,2003.0,shear,18.0
1904,Marie Tyler Mcgraw,1904,female,0,11,false,1988.0,2006.0,shear,18.0
1691,Kirsten Fischer,1691,female,59,20,false,2004.0,2022.0,shear,18.0
668,David Thomas Konig,668,male,21,6,false,1994.0,2012.0,shear,18.0
944,Gaye Wilson,944,female,21,13,false,2001.0,2019.0,shear,18.0
2160,Myra C. Glenn,2160,female,27,8,false,2001.0,2019.0,shear,18.0
211,Ashli White,211,female,36,21,false,2004.0,2022.0,shear,18.0
2337,Philip Gould,2337,male,16,18,false,1994.0,2012.0,shear,18.0
2573,Sam W. Haynes,2573,male,11,15,false,2000.0,2018.0,shear,18.0
1262,Jennifer Goloboy,1262,female,59,13,false,2004.0,2022.0,shear,18.0
246,Benjamin H. Irvin,246,male,11,21,false,2003.0,2021.0,shear,18.0
1656,Kenneth H. Wheeler,1656,male,16,19,false,1995.0,2013.0,shear,18.0
2451,Robb Haberman,2451,male,48,12,false,2004.0,2022.0,shear,18.0
2681,Simon Finger,2681,male,48,14,false,2004.0,2022.0,shear,18.0
597,Daniel W. Stowell,597,male,6,6,false,1996.0,2014.0,shear,18.0
2473,Robert G. Parkinson,2473,male,11,18,false,2004.0,2022.0,shear,18.0
1058,Howard Rock,1058,male,21,11,false,1998.0,2016.0,shear,18.0
453,Christa Dierksheide,453,female,11,19,false,2004.0,2022.0,shear,18.0
587,Daniel Mandell,587,male,11,27,false,2004.0,2022.0,shear,18.0
298,Brian Murphy,298,male,11,19,false,2004.0,2022.0,shear,18.0
304,Brian Steele,304,male,24,15,false,1996.0,2014.0,shear,18.0
2661,Seymour S. Cohen,2661,male,36,9,male_bridge,1988.0,2005.0,shear,17.0
2668,Sharon Murphy,2668,female,11,36,false,2005.0,2022.0,shear,17.0
2639,Sean Adams,2639,male,11,19,false,2003.0,2020.0,shear,17.0
2672,Shelby M. Balik,2672,female,14,15,false,2005.0,2022.0,shear,17.0
929,Gabriel Loiacono,929,male,11,15,false,2005.0,2022.0,shear,17.0
2677,Shirley Teresa Wajda,2677,female,16,12,false,1998.0,2015.0,shear,17.0
864,Erica L. Ball,864,female,19,14,false,2005.0,2022.0,shear,17.0
2571,Sally Hadden,2571,female,16,7,false,2005.0,2022.0,shear,17.0
858,Eric R. Schlereth,858,male,59,19,false,2005.0,2022.0,shear,17.0
853,Eric Burin,853,male,19,24,false,2005.0,2022.0,shear,17.0
825,Ellen Holmes Pearson,825,female,36,9,false,2001.0,2018.0,shear,17.0
73,Alison M Parker,73,female,16,6,false,1990.0,2007.0,shear,17.0
613,David Barry Gaspar,613,male,31,6,false,1996.0,2013.0,shear,17.0
371,Carol Sheriff,371,female,24,19,false,1999.0,2016.0,shear,17.0
1711,Kyle G. Volk,1711,female,11,11,false,2005.0,2022.0,shear,17.0
812,Elizabeth Kelly Gray,812,female,34,18,false,2005.0,2022.0,shear,17.0
2821,Thomas Augst,2821,male,2,14,false,2002.0,2019.0,shear,17.0
2822,Thomas Baker,2822,male,27,10,false,1993.0,2010.0,shear,17.0
748,Douglas L. Winiarski,748,male,24,8,false,2005.0,2022.0,shear,17.0
2876,Tom Kanon,2876,male,26,9,false,2005.0,2022.0,shear,17.0
13,Aaron Wunsch,13,male,11,12,false,2005.0,2022.0,shear,17.0
849,Emma L. Lapansky,849,female,2,6,false,1987.0,2004.0,shear,17.0
2416,Richard Bushman,2416,male,26,19,false,1985.0,2002.0,shear,17.0
1969,Mary Beth Norton,1969,female,16,11,false,2005.0,2022.0,shear,17.0
2092,Michael Flannery,2092,male,2,7,false,1999.0,2016.0,shear,17.0
2153,Monica Najar,2153,female,27,19,false,2005.0,2022.0,shear,17.0
2039,Max Edling,2039,male,11,14,false,2000.0,2017.0,shear,17.0
1897,Margaretta Lovell,1897,female,16,11,false,2002.0,2019.0,shear,17.0
1400,John Mayfield,1400,male,27,10,false,1989.0,2006.0,shear,17.0
1894,Margaret Sumner,1894,female,16,19,false,2001.0,2018.0,shear,17.0
2212,Nicholas L. Syrett,2212,male,21,20,false,2005.0,2022.0,shear,17.0
985,Greg O'brien,985,male,15,8,false,1998.0,2015.0,shear,17.0
1292,Jessica Lepler,1292,female,11,39,false,2005.0,2022.0,shear,17.0
1272,Jennifer Morgan,1272,female,16,13,false,2005.0,2022.0,shear,17.0
2274,Patrick H. Breen,2274,male,19,12,false,2005.0,2022.0,shear,17.0
2355,R. Kent Newmyer,2355,male,23,10,false,1985.0,2002.0,shear,17.0
1176,James Z. Schwartz,1176,male,21,19,false,2000.0,2017.0,shear,17.0
2402,Ric Northrup,2402,male,27,7,false,1987.0,2004.0,shear,17.0
1151,James Oakes,1151,male,11,14,false,1995.0,2012.0,shear,17.0
1134,James H. Read,1134,male,61,8,male_bridge,2005.0,2022.0,shear,17.0
2468,Robert E. Wright,2468,male,23,24,false,2005.0,2022.0,shear,17.0
1800,Linda Kerber,1800,female,16,11,false,2005.0,2022.0,shear,17.0
2486,Robert M. S. Mcdonald,2486,male,26,26,false,1994.0,2011.0,shear,17.0
1047,Holly A. Mayer,1047,female,26,14,false,2005.0,2022.0,shear,17.0
740,Douglas Bradburn,740,male,11,19,false,2005.0,2021.0,shear,16.0
651,David Moltke-Hansen,651,male,27,6,false,1987.0,2003.0,shear,16.0
1402,John Mckivigan,1402,male,11,10,false,1987.0,2003.0,shear,16.0
686,Dee Andrews,686,female,23,14,false,2003.0,2019.0,shear,16.0
763,Edward B. Rugemer,763,male,16,12,false,2002.0,2018.0,shear,16.0
819,Elizabeth Stordeur Pryor,819,female,5,12,false,2006.0,2022.0,shear,16.0
462,Christine E. Sears,462,female,19,11,false,2005.0,2021.0,shear,16.0
774,Edward Pessen,774,male,11,13,false,1981.0,1997.0,shear,16.0
1576,Karim Tiro,1576,male,15,10,false,2006.0,2022.0,shear,16.0
814,Elizabeth Mancke,814,female,55,8,female_bridge,2006.0,2022.0,shear,16.0
1221,Jean V. Matthews,1221,male,27,10,false,1984.0,2000.0,shear,16.0
1073,J. C. A. Stagg,1073,male,48,11,false,1989.0,2005.0,shear,16.0
904,Francis D. Cogliano,904,male,59,10,male_bridge,1994.0,2010.0,shear,16.0
908,Frank Cogliano,908,male,21,7,false,2006.0,2022.0,shear,16.0
1418,John Reda,1418,male,24,10,false,2006.0,2022.0,shear,16.0
0,A. G. Roeber,0,male,0,15,false,1986.0,2002.0,shear,16.0
2509,Robin Einhorn,2509,male,11,21,false,2005.0,2021.0,shear,16.0
366,Carol A. Kolmerten,366,female,16,7,false,1990.0,2006.0,shear,16.0
2899,Virginia Scharff,2899,female,21,11,false,2006.0,2022.0,shear,16.0
1786,Lewis Perry,1786,male,27,17,false,1995.0,2011.0,shear,16.0
2316,Peter C. Messer,2316,male,2,18,false,1997.0,2013.0,shear,16.0
2320,Peter Hinks,2320,male,24,12,false,1992.0,2008.0,shear,16.0
2788,Tamara G. Miller,2788,female,27,17,false,1992.0,2008.0,shear,16.0
1758,Lawrence J. Friedman,1758,male,27,10,false,1985.0,2001.0,shear,16.0
1821,Lisa Wilson,1821,female,16,15,false,2005.0,2021.0,shear,16.0
2364,Rachel Hope Cleves,2364,female,36,24,false,2006.0,2022.0,shear,16.0
2383,Randy Roth,2383,male,15,6,false,2002.0,2018.0,shear,16.0
2205,Nemata Blyden,2205,female,32,7,false,2006.0,2022.0,shear,16.0
2405,Richard A. Samuelson,2405,male,2,6,false,1997.0,2013.0,shear,16.0
2307,Pauline Maier,2307,female,23,12,female_bridge,1998.0,2014.0,shear,16.0
253,Bertram Wyatt-Brown,253,male,27,7,false,1990.0,2006.0,shear,16.0
2479,Robert Hall,2479,male,26,17,false,1986.0,2002.0,shear,16.0
2706,Stephen A. Vincent,2706,male,27,8,false,1988.0,2004.0,shear,16.0
1722,Lance Banning,1722,male,21,9,false,1990.0,2006.0,shear,16.0
1713,Kyle Roberts,1713,female,16,18,false,2006.0,2022.0,shear,16.0
2740,Steven R. Boyd,2740,male,23,20,false,1981.0,1997.0,shear,16.0
2475,Robert H. Abzug,2475,male,27,9,false,1985.0,2001.0,shear,16.0
66,Alfred Brophy,66,male,36,8,false,2001.0,2017.0,shear,16.0
84,Alyssa Mt. Pleasant,84,female,45,16,false,2007.0,2022.0,shear,15.0
2018,Matthew Mason,2018,male,11,31,false,2007.0,2022.0,shear,15.0
1398,John M. Murrin,1398,male,26,23,false,1998.0,2013.0,shear,15.0
807,Elizabeth Fox-Genovese,807,female,11,10,false,1986.0,2001.0,shear,15.0
911,Frank L. Owsley,911,male,26,12,male_bridge,1986.0,2001.0,shear,15.0
2126,Michael Witgen,2126,male,15,19,false,2007.0,2022.0,shear,15.0
2653,Serena Zabin,2653,female,11,26,false,2007.0,2022.0,shear,15.0
1321,Joanna Cohen,1321,female,45,15,false,2007.0,2022.0,shear,15.0
247,Benjamin L. Carp,247,male,16,24,false,2007.0,2022.0,shear,15.0
1303,Jill Lepore,1303,female,11,8,false,2007.0,2022.0,shear,15.0
1354,John Craig Hammond,1354,male,11,19,false,2007.0,2022.0,shear,15.0
912,Frank Reuter,912,male,23,7,false,1986.0,2001.0,shear,15.0
2606,Sarah Knott,2606,female,33,8,false,2007.0,2022.0,shear,15.0
2617,Sarah Swedberg,2617,female,15,13,false,2003.0,2018.0,shear,15.0
186,Anthony Kaye,186,male,19,8,male_bridge,2005.0,2020.0,shear,15.0
2502,Robert Smith,2502,male,32,12,false,2004.0,2019.0,shear,15.0
1021,Harvey Amani Whitfield,1021,male,55,8,male_bridge,2006.0,2021.0,shear,15.0
1051,Holly M. Kent,1051,female,48,6,false,2007.0,2022.0,shear,15.0
1003,Gretchen Murphy,1003,female,11,7,false,2007.0,2022.0,shear,15.0
2466,Robert E. May,2466,male,11,7,false,1999.0,2014.0,shear,15.0
2447,Rob Harper,2447,male,15,23,false,2007.0,2022.0,shear,15.0
2438,Richard S. Chew,2438,male,11,10,false,1998.0,2013.0,shear,15.0
2422,Richard Demirjian,2422,male,11,13,false,2003.0,2018.0,shear,15.0
1219,Jean E. Friedman,1219,male,2,11,false,1986.0,2001.0,shear,15.0
2408,Richard B. Bernstein,2408,male,23,8,false,1997.0,2012.0,shear,15.0
2585,Sandra Van Burkieo,2585,female,23,9,false,1990.0,2005.0,shear,15.0
2586,Sandy Moats,2586,female,0,15,false,2003.0,2018.0,shear,15.0
2395,Rebekah M.K. Mergenthal,2395,female,16,6,false,2003.0,2018.0,shear,15.0
508,Clifford L. Egan,508,male,23,10,male_bridge,1981.0,1996.0,shear,15.0
1197,Janet Moore Lindman,1197,female,24,10,false,2005.0,2020.0,shear,15.0
2338,Philip J. Lampi,2338,male,11,11,false,2007.0,2022.0,shear,15.0
796,Elizabeth A. Dewolfe,796,female,16,8,false,2001.0,2016.0,shear,15.0
256,Bethel Saler,256,female,26,15,false,2007.0,2022.0,shear,15.0
1578,Karin Wulf,1578,female,5,24,false,2007.0,2022.0,shear,15.0
1426,John Smolenski,1426,male,15,5,false,1998.0,2013.0,shear,15.0
715,Don Hickey,715,male,11,10,false,1994.0,2009.0,shear,15.0
2934,Wendy Gamber,2934,female,16,6,false,1988.0,2003.0,shear,15.0
1911,Marion Nelson Winship,1911,female,2,10,female_bridge,1993.0,2008.0,shear,15.0
347,Caitlin A. Fitz,347,female,11,28,false,2007.0,2022.0,shear,15.0
2817,Thomas A. Humphrey,2817,male,11,8,false,2007.0,2022.0,shear,15.0
1874,Manisha Sinha,1874,female,19,34,false,2007.0,2022.0,shear,15.0
631,David Head,631,male,26,16,false,2007.0,2022.0,shear,15.0
305,Bridget Ford,305,female,11,7,female_bridge,1998.0,2013.0,shear,15.0
633,David Henkin,633,male,2,9,false,2002.0,2017.0,shear,15.0
1420,John Resch,1420,male,6,10,false,1998.0,2013.0,shear,15.0
1810,Lisa A. Francavilla,1810,female,11,8,false,2007.0,2022.0,shear,15.0
2946,Will Mackintosh,2946,male,11,34,male_bridge,2007.0,2022.0,shear,15.0
1949,Marla R. Miller,1949,female,32,21,false,2007.0,2022.0,shear,15.0
1957,Martha S. Jones,1957,female,20,25,false,2007.0,2022.0,shear,15.0
772,Edward Larkin,772,male,16,12,false,2007.0,2022.0,shear,15.0
2294,Paul J. Polgar,2294,male,11,21,false,2008.0,2022.0,shear,14.0
2605,Sarah Kidd,2605,female,11,9,false,1996.0,2010.0,shear,14.0
1186,Jane Calvert,1186,female,48,20,false,2008.0,2022.0,shear,14.0
2625,Saul Cornell,2625,male,23,13,false,1997.0,2011.0,shear,14.0
943,Gautham Rao,943,male,11,36,false,2008.0,2022.0,shear,14.0
2932,Wendy A. Woloson,2932,female,11,19,false,2007.0,2021.0,shear,14.0
924,Frederick M. Binder,924,male,27,18,male_bridge,1983.0,1997.0,shear,14.0
226,Barbara Krauthamer,226,female,15,15,false,2007.0,2021.0,shear,14.0
2923,Walter Sargent,2923,male,11,7,false,2001.0,2015.0,shear,14.0
1208,Jason Opal,1208,male,11,13,false,2008.0,2022.0,shear,14.0
20,Adam Jortner,20,male,59,13,false,2008.0,2022.0,shear,14.0
773,Edward Pearson,773,male,24,10,false,1989.0,2003.0,shear,14.0
1563,Kanisorn Wongsrichanalai,1563,male,11,15,false,2008.0,2022.0,shear,14.0
576,Daniel Hulsebosch,576,male,6,6,male_bridge,2003.0,2017.0,shear,14.0
517,Corey Brooks,517,male,11,27,false,2008.0,2022.0,shear,14.0
1748,Laurent Dubois,1748,male,26,8,false,2006.0,2020.0,shear,14.0
123,Andrew Frank,123,male,15,12,false,2008.0,2022.0,shear,14.0
2637,Scott S. Sheads,2637,male,27,10,false,2003.0,2017.0,shear,14.0
2427,Richard Godbeer,2427,male,15,11,false,2007.0,2021.0,shear,14.0
2564,Ryan K. Smith,2564,male,11,11,false,2008.0,2022.0,shear,14.0
1110,James Alexander Dun,1110,male,35,10,false,2008.0,2022.0,shear,14.0
1696,Kristen Foster,1696,female,16,18,false,2008.0,2022.0,shear,14.0
661,David Shields,661,male,16,14,false,1993.0,2007.0,shear,14.0
1584,Kate Haulman,1584,female,45,7,false,2008.0,2022.0,shear,14.0
2482,Robert J. Imholt,2482,male,26,7,false,1999.0,2013.0,shear,14.0
2484,Robert M. Calhoon,2484,male,27,7,false,1995.0,2009.0,shear,14.0
2491,Robert Mcdonald,2491,male,11,13,false,1998.0,2012.0,shear,14.0
1674,Kevin Butterfield,1674,male,26,28,false,2008.0,2022.0,shear,14.0
424,Charles D. Lowery,424,male,27,7,false,1981.0,1995.0,shear,14.0
2893,Vanessa Mongey,2893,female,11,8,false,2008.0,2022.0,shear,14.0
2163,N. Ray Heiner,2163,male,27,7,false,1986.0,2000.0,shear,14.0
2226,Nicole Eustace,2226,female,15,21,false,2008.0,2022.0,shear,14.0
2127,Michael Zakim,2127,male,19,7,false,2008.0,2022.0,shear,14.0
2136,Michelle Orihel,2136,female,11,4,female_bridge,2008.0,2022.0,shear,14.0
463,Christine Heyrman,463,female,24,18,false,2005.0,2019.0,shear,14.0
1334,John A. Andrew,1334,male,11,8,false,1989.0,2003.0,shear,14.0
2182,Natalie Inman,2182,female,15,11,false,2008.0,2022.0,shear,14.0
2843,Thomas Leonard,2843,male,30,5,false,1993.0,2007.0,shear,14.0
1869,Major Wilson,1869,male,6,14,false,1990.0,2004.0,shear,14.0
1251,Jeffrey Young,1251,male,2,10,false,1995.0,2009.0,shear,14.0
1267,Jennifer Hull Dorsey,1267,female,11,7,false,1997.0,2011.0,shear,14.0
2665,Sharla Fett,2665,female,32,7,false,2007.0,2021.0,shear,14.0
91,Amanda R. Mushal,91,female,11,8,false,2009.0,2022.0,shear,13.0
2864,Timothy Patrick Mccarthy,2864,male,48,10,false,1999.0,2012.0,shear,13.0
979,Graham Peck,979,male,26,8,false,2009.0,2022.0,shear,13.0
1669,Kermit L. Hall,1669,male,23,11,false,1983.0,1996.0,shear,13.0
2935,Wendy H. Wong,2935,female,16,6,false,2008.0,2021.0,shear,13.0
399,Catherine Denial,399,female,16,20,false,2009.0,2022.0,shear,13.0
2561,Ryan A. Quintana,2561,male,5,26,false,2009.0,2022.0,shear,13.0
1447,Jonathan A. Glickstein,1447,male,24,10,false,1996.0,2009.0,shear,13.0
2481,Robert J. Gamble,2481,male,0,13,false,2009.0,2022.0,shear,13.0
2119,Michael S. Fitzgerald,2119,male,11,14,false,1991.0,2004.0,shear,13.0
280,Bret E. Carroll,280,male,16,21,false,2009.0,2022.0,shear,13.0
1591,Katherine Chavigny,1591,female,24,13,false,1995.0,2008.0,shear,13.0
2485,Robert M. Owens,2485,male,15,10,false,2009.0,2022.0,shear,13.0
287,Brian Connolly,287,male,45,14,false,2008.0,2021.0,shear,13.0
